"","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallDuration","CallHour","AgeBucket","BalanceBucket"
"1838",1838,35,"blue-collar","married","primary","0",994,"1","0","unknown",23,"may",8,-1,0,"unknown",1349,"11","(33.4,41.1]","BelowAverage"
"1839",1839,36,"management","single","tertiary","0",3669,"0","0","cellular",20,"apr",1,376,1,"other",166,"14","(33.4,41.1]","AboveAverage"
"1840",1840,31,"management","single","tertiary","0",1761,"1","0","telephone",29,"jul",3,440,3,"failure",332,"10","(25.7,33.4]","AboveAverage"
"1841",1841,47,"technician","married","secondary","0",232,"1","0","cellular",5,"may",2,285,1,"failure",166,"16","(41.1,48.8]","BelowAverage"
"1842",1842,32,"blue-collar","married","secondary","0",1520,"1","0","cellular",19,"nov",1,-1,0,"unknown",493,"9","(25.7,33.4]","AboveAverage"
"1843",1843,29,"admin.","single","tertiary","0",-197,"0","0","unknown",6,"aug",1,-1,0,"unknown",47,"12","(25.7,33.4]","Negative"
"1844",1844,58,"self-employed","married","secondary","0",372,"0","0","unknown",17,"jun",2,-1,0,"unknown",315,"10","(56.5,64.2]","BelowAverage"
"1845",1845,51,"blue-collar","married","primary","0",1194,"1","0","unknown",16,"may",3,-1,0,"unknown",558,"12","(48.8,56.5]","BelowAverage"
"1846",1846,58,"unemployed","married","secondary","0",687,"1","0","cellular",7,"aug",1,99,2,"success",221,"9","(56.5,64.2]","BelowAverage"
"1847",1847,38,"blue-collar","single","primary","0",127,"1","0","cellular",28,"jan",1,-1,0,"unknown",70,"16","(33.4,41.1]","BelowAverage"
"1848",1848,40,"technician","married","secondary","0",-312,"1","0","unknown",28,"may",1,-1,0,"unknown",198,"16","(33.4,41.1]","Negative"
"1849",1849,30,"technician","single","secondary","0",707,"0","0","cellular",26,"may",1,-1,0,"unknown",228,"16","(25.7,33.4]","BelowAverage"
"1850",1850,58,"retired","married","primary","0",2074,"0","0","cellular",18,"jun",2,-1,0,"unknown",259,"11","(56.5,64.2]","AboveAverage"
"1851",1851,51,"retired","married","primary","0",752,"1","0","unknown",30,"may",2,-1,0,"unknown",214,"16","(48.8,56.5]","BelowAverage"
"1852",1852,59,"housemaid","married","tertiary","0",0,"0","0","telephone",13,"nov",1,-1,0,"unknown",494,"16","(56.5,64.2]","Negative"
"1853",1853,27,"technician","single","primary","0",1022,"1","0","unknown",19,"may",2,-1,0,"unknown",445,"10","(25.7,33.4]","BelowAverage"
"1854",1854,26,"management","single","tertiary","0",200,"0","0","cellular",1,"sep",2,-1,0,"unknown",91,"17","(25.7,33.4]","BelowAverage"
"1855",1855,28,"blue-collar","single","secondary","0",3430,"1","0","unknown",6,"jun",6,-1,0,"unknown",72,"14","(25.7,33.4]","AboveAverage"
"1856",1856,22,"services","single","secondary","0",344,"1","0","cellular",18,"may",1,-1,0,"unknown",347,"11","(17.9,25.7]","BelowAverage"
"1857",1857,35,"admin.","single","secondary","0",-101,"1","0","cellular",16,"apr",1,318,1,"other",275,"11","(33.4,41.1]","Negative"
"1858",1858,40,"blue-collar","married","secondary","0",1451,"0","0","cellular",30,"sep",1,121,1,"success",117,"10","(33.4,41.1]","BelowAverage"
"1859",1859,38,"blue-collar","married","secondary","0",0,"0","0","unknown",6,"jun",1,-1,0,"unknown",361,"11","(33.4,41.1]","Negative"
"1860",1860,33,"technician","married","secondary","0",3243,"0","0","cellular",12,"aug",4,-1,0,"unknown",439,"14","(25.7,33.4]","AboveAverage"
"1861",1861,69,"housemaid","married","primary","0",1080,"0","0","cellular",18,"aug",2,118,2,"failure",197,"14","(64.2,71.9]","BelowAverage"
"1862",1862,42,"blue-collar","married","secondary","0",165,"1","0","unknown",23,"may",2,-1,0,"unknown",333,"14","(41.1,48.8]","BelowAverage"
"1863",1863,41,"admin.","married","secondary","0",549,"1","0","cellular",8,"may",4,-1,0,"unknown",326,"17","(33.4,41.1]","BelowAverage"
"1864",1864,51,"admin.","single","tertiary","0",394,"0","0","telephone",28,"jan",2,-1,0,"unknown",968,"13","(48.8,56.5]","BelowAverage"
"1865",1865,33,"management","single","tertiary","0",4835,"0","0","cellular",6,"may",2,-1,0,"unknown",362,"9","(25.7,33.4]","AboveAverage"
"1866",1866,59,"management","married","tertiary","0",1,"1","0","cellular",29,"apr",1,-1,0,"unknown",210,"16","(56.5,64.2]","BelowAverage"
"1867",1867,57,"management","married","secondary","0",1026,"1","0","unknown",13,"may",2,-1,0,"unknown",52,"10","(56.5,64.2]","BelowAverage"
"1868",1868,54,"management","single","tertiary","0",0,"1","0","unknown",3,"jun",1,-1,0,"unknown",68,"16","(48.8,56.5]","Negative"
"1869",1869,35,"technician","single","secondary","0",0,"0","0","cellular",20,"aug",2,-1,0,"unknown",111,"13","(33.4,41.1]","Negative"
"1870",1870,33,"services","married","secondary","0",227,"1","1","cellular",13,"aug",2,-1,0,"unknown",477,"13","(25.7,33.4]","BelowAverage"
"1871",1871,26,"student","single","secondary","0",620,"0","0","cellular",22,"may",1,94,1,"success",223,"12","(25.7,33.4]","BelowAverage"
"1872",1872,67,"management","married","tertiary","0",405,"0","0","cellular",10,"nov",2,95,2,"success",344,"12","(64.2,71.9]","BelowAverage"
"1873",1873,60,"admin.","married","unknown","0",478,"0","0","cellular",19,"jul",2,311,8,"failure",173,"16","(56.5,64.2]","BelowAverage"
"1874",1874,52,"services","married","secondary","0",659,"0","0","cellular",28,"jan",4,93,1,"success",390,"14","(48.8,56.5]","BelowAverage"
"1875",1875,36,"technician","married","tertiary","0",341,"0","0","cellular",12,"feb",2,183,1,"success",419,"12","(33.4,41.1]","BelowAverage"
"1876",1876,58,"services","married","secondary","0",50,"1","0","cellular",20,"nov",7,-1,0,"unknown",161,"17","(56.5,64.2]","BelowAverage"
"1877",1877,40,"management","married","tertiary","0",8902,"1","0","cellular",14,"aug",5,-1,0,"unknown",464,"11","(33.4,41.1]","AboveAverage"
"1878",1878,23,"student","single","secondary","0",1809,"0","0","cellular",8,"jul",2,-1,0,"unknown",414,"9","(17.9,25.7]","AboveAverage"
"1879",1879,60,"retired","divorced","primary","0",685,"0","1","telephone",21,"jul",1,-1,0,"unknown",89,"17","(56.5,64.2]","BelowAverage"
"1880",1880,29,"technician","single","secondary","0",-2,"1","1","cellular",18,"may",5,-1,0,"unknown",9,"14","(25.7,33.4]","Negative"
"1881",1881,80,"retired","married","secondary","0",668,"0","0","telephone",8,"jul",1,371,1,"success",250,"16","(79.6,87.3]","BelowAverage"
"1882",1882,36,"self-employed","divorced","secondary","0",-38,"1","0","cellular",18,"nov",2,-1,0,"unknown",244,"11","(33.4,41.1]","Negative"
"1883",1883,38,"technician","married","secondary","1",0,"0","1","cellular",31,"jul",28,-1,0,"unknown",44,"10","(33.4,41.1]","Negative"
"1884",1884,45,"blue-collar","married","primary","1",153,"0","1","cellular",18,"jul",9,-1,0,"unknown",706,"11","(41.1,48.8]","BelowAverage"
"1885",1885,25,"entrepreneur","single","tertiary","0",140,"1","0","cellular",7,"may",1,-1,0,"unknown",348,"9","(17.9,25.7]","BelowAverage"
"1886",1886,60,"retired","married","primary","0",172,"0","0","cellular",11,"aug",4,-1,0,"unknown",247,"10","(56.5,64.2]","BelowAverage"
"1887",1887,49,"technician","married","unknown","0",323,"1","0","cellular",18,"nov",2,-1,0,"unknown",41,"14","(48.8,56.5]","BelowAverage"
"1888",1888,33,"blue-collar","single","secondary","0",228,"0","0","telephone",5,"may",1,89,4,"failure",110,"9","(25.7,33.4]","BelowAverage"
"1889",1889,46,"technician","married","secondary","0",940,"0","0","cellular",5,"aug",2,-1,0,"unknown",1227,"17","(41.1,48.8]","BelowAverage"
"1890",1890,36,"admin.","divorced","tertiary","0",4708,"0","0","cellular",3,"dec",1,171,1,"failure",284,"10","(33.4,41.1]","AboveAverage"
"1891",1891,18,"student","single","unknown","0",108,"0","0","cellular",8,"sep",1,-1,0,"unknown",169,"11","(17.9,25.7]","BelowAverage"
"1892",1892,31,"blue-collar","divorced","secondary","0",-306,"0","0","unknown",3,"jun",2,-1,0,"unknown",137,"17","(25.7,33.4]","Negative"
"1893",1893,56,"housemaid","divorced","secondary","0",977,"0","0","cellular",7,"jul",1,-1,0,"unknown",1200,"9","(48.8,56.5]","BelowAverage"
"1894",1894,48,"management","married","secondary","0",2892,"0","0","cellular",7,"jul",1,385,1,"success",407,"10","(41.1,48.8]","AboveAverage"
"1895",1895,20,"student","single","unknown","0",829,"0","0","cellular",27,"jan",3,202,2,"success",196,"10","(17.9,25.7]","BelowAverage"
"1896",1896,31,"management","single","tertiary","0",924,"0","0","cellular",27,"feb",1,-1,0,"unknown",172,"11","(25.7,33.4]","BelowAverage"
"1897",1897,32,"management","married","tertiary","0",2737,"1","1","cellular",21,"nov",4,182,1,"failure",44,"9","(25.7,33.4]","AboveAverage"
"1898",1898,42,"admin.","married","secondary","0",0,"1","0","cellular",8,"jul",1,-1,0,"unknown",1011,"9","(41.1,48.8]","Negative"
"1899",1899,32,"services","married","primary","0",228,"1","0","cellular",21,"jul",6,-1,0,"unknown",1017,"12","(25.7,33.4]","BelowAverage"
"1900",1900,51,"technician","married","tertiary","0",825,"0","0","cellular",17,"nov",3,-1,0,"unknown",977,"16","(48.8,56.5]","BelowAverage"
"1901",1901,57,"management","divorced","tertiary","0",429,"1","0","cellular",17,"jul",1,-1,0,"unknown",245,"16","(56.5,64.2]","BelowAverage"
"1902",1902,33,"services","married","secondary","0",2184,"1","0","cellular",20,"apr",1,-1,0,"unknown",151,"16","(25.7,33.4]","AboveAverage"
"1903",1903,40,"technician","divorced","secondary","0",16,"1","0","telephone",12,"may",12,347,5,"other",34,"14","(33.4,41.1]","BelowAverage"
"1904",1904,27,"admin.","single","secondary","0",3629,"0","0","cellular",16,"jun",1,-1,0,"unknown",66,"15","(25.7,33.4]","AboveAverage"
"1905",1905,49,"blue-collar","married","primary","0",-157,"1","0","cellular",7,"jul",3,-1,0,"unknown",491,"16","(48.8,56.5]","Negative"
"1906",1906,40,"blue-collar","married","secondary","0",755,"0","0","cellular",17,"nov",1,117,1,"failure",408,"16","(33.4,41.1]","BelowAverage"
"1907",1907,73,"retired","married","primary","0",279,"0","0","cellular",28,"jan",3,-1,0,"unknown",399,"16","(71.9,79.6]","BelowAverage"
"1908",1908,36,"blue-collar","married","primary","0",1925,"1","0","cellular",20,"apr",2,-1,0,"unknown",904,"9","(33.4,41.1]","AboveAverage"
"1909",1909,60,"retired","married","primary","0",37,"0","0","cellular",18,"jun",3,-1,0,"unknown",754,"14","(56.5,64.2]","BelowAverage"
"1910",1910,37,"technician","single","secondary","0",884,"1","1","cellular",31,"jul",2,-1,0,"unknown",128,"16","(33.4,41.1]","BelowAverage"
"1911",1911,35,"technician","single","secondary","0",225,"1","0","cellular",18,"may",5,-1,0,"unknown",7,"14","(33.4,41.1]","BelowAverage"
"1912",1912,30,"admin.","married","secondary","0",873,"1","0","unknown",29,"may",3,-1,0,"unknown",792,"17","(25.7,33.4]","BelowAverage"
"1913",1913,41,"technician","single","unknown","0",454,"1","0","unknown",4,"jun",2,-1,0,"unknown",267,"10","(33.4,41.1]","BelowAverage"
"1914",1914,58,"admin.","divorced","secondary","0",3337,"1","0","telephone",8,"oct",2,690,3,"failure",369,"14","(56.5,64.2]","AboveAverage"
"1915",1915,34,"management","married","tertiary","0",3696,"0","0","cellular",8,"apr",2,160,5,"other",758,"15","(33.4,41.1]","AboveAverage"
"1916",1916,60,"admin.","married","secondary","0",106,"0","0","cellular",24,"feb",1,187,4,"success",137,"16","(56.5,64.2]","BelowAverage"
"1917",1917,37,"technician","married","secondary","0",-254,"1","1","cellular",6,"feb",3,254,2,"failure",121,"13","(33.4,41.1]","Negative"
"1918",1918,34,"blue-collar","married","secondary","0",262,"0","0","cellular",1,"jun",1,-1,0,"unknown",339,"10","(33.4,41.1]","BelowAverage"
"1919",1919,40,"management","single","tertiary","0",171,"0","0","cellular",19,"aug",3,-1,0,"unknown",1241,"10","(33.4,41.1]","BelowAverage"
"1920",1920,27,"services","married","secondary","0",58,"1","0","cellular",7,"may",1,337,2,"other",113,"16","(25.7,33.4]","BelowAverage"
"1921",1921,52,"technician","married","secondary","0",196,"1","1","cellular",24,"feb",1,273,3,"failure",116,"12","(48.8,56.5]","BelowAverage"
"1922",1922,59,"retired","divorced","tertiary","0",381,"1","0","unknown",8,"may",4,-1,0,"unknown",422,"9","(56.5,64.2]","BelowAverage"
"1923",1923,41,"blue-collar","married","secondary","0",59,"1","0","unknown",15,"may",8,-1,0,"unknown",75,"14","(33.4,41.1]","BelowAverage"
"1924",1924,41,"management","married","tertiary","0",2885,"0","0","cellular",19,"nov",1,-1,0,"unknown",40,"13","(33.4,41.1]","AboveAverage"
"1925",1925,37,"unemployed","single","tertiary","0",1291,"0","0","cellular",5,"aug",1,97,2,"success",150,"17","(33.4,41.1]","BelowAverage"
"1926",1926,37,"blue-collar","single","secondary","0",1120,"0","0","unknown",16,"jun",3,-1,0,"unknown",187,"13","(33.4,41.1]","BelowAverage"
"1927",1927,33,"technician","single","tertiary","0",149,"1","0","cellular",19,"nov",2,182,1,"other",424,"17","(25.7,33.4]","BelowAverage"
"1928",1928,37,"admin.","single","secondary","0",1003,"0","0","cellular",9,"jul",3,-1,0,"unknown",259,"13","(33.4,41.1]","BelowAverage"
"1929",1929,56,"entrepreneur","married","secondary","0",5838,"0","0","cellular",2,"feb",2,230,2,"failure",116,"10","(48.8,56.5]","AboveAverage"
"1930",1930,31,"admin.","married","secondary","0",23,"0","0","cellular",14,"jul",3,-1,0,"unknown",77,"13","(25.7,33.4]","BelowAverage"
"1931",1931,35,"services","married","secondary","0",372,"1","0","cellular",17,"apr",2,280,1,"failure",202,"15","(33.4,41.1]","BelowAverage"
"1932",1932,26,"management","single","tertiary","0",1094,"1","0","cellular",8,"sep",1,-1,0,"unknown",137,"13","(25.7,33.4]","BelowAverage"
"1933",1933,29,"blue-collar","single","secondary","0",314,"1","0","cellular",9,"apr",1,316,2,"other",161,"10","(25.7,33.4]","BelowAverage"
"1934",1934,31,"technician","married","secondary","1",-367,"1","0","cellular",18,"jul",2,-1,0,"unknown",474,"9","(25.7,33.4]","Negative"
"1935",1935,57,"services","married","primary","0",2893,"0","0","cellular",8,"aug",2,-1,0,"unknown",207,"15","(56.5,64.2]","AboveAverage"
"1936",1936,27,"technician","married","secondary","0",-302,"1","0","unknown",12,"may",3,-1,0,"unknown",66,"9","(25.7,33.4]","Negative"
"1937",1937,28,"unemployed","single","primary","0",236,"0","0","cellular",4,"may",1,87,3,"failure",193,"9","(25.7,33.4]","BelowAverage"
"1938",1938,52,"blue-collar","single","primary","0",1837,"1","0","cellular",21,"nov",1,-1,0,"unknown",217,"9","(48.8,56.5]","AboveAverage"
"1939",1939,42,"management","married","tertiary","0",157,"1","1","cellular",28,"jan",1,-1,0,"unknown",136,"9","(41.1,48.8]","BelowAverage"
"1940",1940,42,"management","single","tertiary","0",196,"1","0","unknown",12,"may",3,-1,0,"unknown",325,"9","(41.1,48.8]","BelowAverage"
"1941",1941,41,"services","married","secondary","0",146,"1","1","unknown",3,"jun",1,-1,0,"unknown",199,"14","(33.4,41.1]","BelowAverage"
"1942",1942,46,"management","married","tertiary","0",273,"1","0","cellular",10,"may",6,53,6,"success",583,"12","(41.1,48.8]","BelowAverage"
"1943",1943,47,"blue-collar","married","secondary","0",0,"1","1","cellular",19,"nov",1,-1,0,"unknown",196,"16","(41.1,48.8]","Negative"
"1944",1944,37,"management","single","tertiary","0",411,"1","1","cellular",17,"nov",1,-1,0,"unknown",142,"10","(33.4,41.1]","BelowAverage"
"1945",1945,51,"admin.","single","secondary","0",895,"0","0","cellular",23,"jul",2,-1,0,"unknown",638,"10","(48.8,56.5]","BelowAverage"
"1946",1946,54,"management","married","primary","0",3185,"1","1","cellular",7,"may",1,-1,0,"unknown",187,"11","(48.8,56.5]","AboveAverage"
"1947",1947,30,"unemployed","single","tertiary","0",1159,"0","0","telephone",5,"jun",1,-1,0,"unknown",366,"16","(25.7,33.4]","BelowAverage"
"1948",1948,33,"management","married","tertiary","0",2750,"0","0","cellular",5,"feb",1,-1,0,"unknown",242,"11","(25.7,33.4]","AboveAverage"
"1949",1949,30,"admin.","single","secondary","0",1018,"1","0","cellular",29,"jan",1,-1,0,"unknown",58,"17","(25.7,33.4]","BelowAverage"
"1950",1950,32,"admin.","married","secondary","0",0,"1","0","cellular",30,"jul",5,-1,0,"unknown",71,"10","(25.7,33.4]","Negative"
"1951",1951,54,"services","single","secondary","0",0,"0","0","cellular",23,"sep",1,-1,0,"unknown",209,"15","(48.8,56.5]","Negative"
"1952",1952,39,"management","married","tertiary","0",2939,"0","0","cellular",15,"jan",2,-1,0,"unknown",348,"13","(33.4,41.1]","AboveAverage"
"1953",1953,52,"blue-collar","married","tertiary","0",297,"1","0","unknown",7,"may",1,-1,0,"unknown",55,"16","(48.8,56.5]","BelowAverage"
"1954",1954,80,"housemaid","married","primary","0",0,"0","0","cellular",23,"feb",1,189,1,"failure",639,"13","(79.6,87.3]","Negative"
"1955",1955,33,"technician","single","secondary","0",2583,"0","0","cellular",6,"feb",1,-1,0,"unknown",129,"13","(25.7,33.4]","AboveAverage"
"1956",1956,34,"blue-collar","married","secondary","0",8558,"1","0","unknown",2,"jun",2,-1,0,"unknown",466,"11","(33.4,41.1]","AboveAverage"
"1957",1957,35,"admin.","divorced","secondary","0",0,"1","0","cellular",7,"may",2,-1,0,"unknown",262,"17","(33.4,41.1]","Negative"
"1958",1958,84,"retired","divorced","primary","0",639,"0","0","telephone",18,"may",3,-1,0,"unknown",353,"15","(79.6,87.3]","BelowAverage"
"1959",1959,31,"housemaid","married","secondary","0",243,"1","0","cellular",23,"sep",2,842,1,"failure",305,"16","(25.7,33.4]","BelowAverage"
"1960",1960,59,"retired","married","primary","0",-411,"0","0","cellular",29,"jan",1,-1,0,"unknown",225,"14","(56.5,64.2]","Negative"
"1961",1961,39,"technician","married","secondary","0",603,"0","1","cellular",15,"apr",1,-1,0,"unknown",214,"14","(33.4,41.1]","BelowAverage"
"1962",1962,59,"self-employed","married","primary","0",671,"1","0","cellular",15,"may",2,332,3,"failure",57,"10","(56.5,64.2]","BelowAverage"
"1963",1963,28,"management","single","tertiary","0",9314,"0","0","cellular",2,"jul",2,-1,0,"unknown",276,"11","(25.7,33.4]","AboveAverage"
"1964",1964,47,"blue-collar","married","secondary","0",947,"0","1","cellular",29,"aug",17,-1,0,"unknown",24,"10","(41.1,48.8]","BelowAverage"
"1965",1965,34,"management","single","tertiary","0",757,"0","0","cellular",18,"aug",4,-1,0,"unknown",37,"14","(33.4,41.1]","BelowAverage"
"1966",1966,33,"technician","married","secondary","0",221,"1","0","cellular",13,"may",1,355,4,"failure",669,"16","(25.7,33.4]","BelowAverage"
"1967",1967,28,"blue-collar","married","secondary","0",86,"1","1","unknown",15,"may",1,-1,0,"unknown",918,"17","(25.7,33.4]","BelowAverage"
"1968",1968,72,"retired","married","primary","0",763,"0","0","cellular",24,"apr",2,-1,0,"unknown",384,"17","(71.9,79.6]","BelowAverage"
"1969",1969,34,"management","divorced","tertiary","0",2240,"0","0","cellular",8,"sep",2,184,3,"success",220,"15","(33.4,41.1]","AboveAverage"
"1970",1970,35,"technician","single","secondary","0",1227,"0","0","cellular",18,"mar",4,90,6,"other",593,"10","(33.4,41.1]","BelowAverage"
"1971",1971,69,"retired","married","unknown","0",426,"0","0","telephone",9,"dec",1,-1,0,"unknown",395,"11","(64.2,71.9]","BelowAverage"
"1972",1972,63,"retired","married","primary","0",48,"0","0","cellular",9,"jun",1,-1,0,"unknown",251,"16","(56.5,64.2]","BelowAverage"
"1973",1973,27,"services","single","secondary","0",-195,"1","0","cellular",18,"may",1,-1,0,"unknown",391,"10","(25.7,33.4]","Negative"
"1974",1974,29,"management","married","tertiary","0",199,"1","1","unknown",7,"may",4,-1,0,"unknown",1689,"16","(25.7,33.4]","BelowAverage"
"1975",1975,39,"management","married","tertiary","0",271,"1","0","cellular",12,"aug",1,-1,0,"unknown",1344,"15","(33.4,41.1]","BelowAverage"
"1976",1976,46,"blue-collar","married","secondary","0",-27,"1","0","cellular",11,"may",1,-1,0,"unknown",254,"15","(41.1,48.8]","Negative"
"1977",1977,41,"services","married","secondary","0",33,"1","1","unknown",27,"may",1,-1,0,"unknown",82,"10","(33.4,41.1]","BelowAverage"
"1978",1978,36,"entrepreneur","single","secondary","0",475,"0","0","cellular",25,"jul",3,-1,0,"unknown",141,"17","(33.4,41.1]","BelowAverage"
"1980",1980,43,"services","single","secondary","0",848,"0","0","unknown",5,"jun",2,-1,0,"unknown",168,"13","(41.1,48.8]","BelowAverage"
"1981",1981,48,"blue-collar","married","primary","0",278,"1","0","unknown",5,"may",2,-1,0,"unknown",125,"13","(41.1,48.8]","BelowAverage"
"1982",1982,27,"technician","single","tertiary","0",401,"0","0","cellular",6,"aug",3,93,2,"success",218,"10","(25.7,33.4]","BelowAverage"
"1983",1983,26,"blue-collar","married","primary","0",-219,"1","1","unknown",15,"may",5,-1,0,"unknown",311,"14","(25.7,33.4]","Negative"
"1984",1984,38,"technician","married","secondary","0",226,"1","0","unknown",30,"may",3,-1,0,"unknown",762,"12","(33.4,41.1]","BelowAverage"
"1985",1985,33,"technician","single","secondary","0",2085,"0","0","cellular",9,"feb",2,-1,0,"unknown",501,"9","(25.7,33.4]","AboveAverage"
"1986",1986,29,"management","single","tertiary","0",4694,"0","0","cellular",15,"jun",1,-1,0,"unknown",181,"13","(25.7,33.4]","AboveAverage"
"1987",1987,54,"services","divorced","secondary","0",0,"0","0","cellular",1,"jun",1,81,2,"success",174,"17","(48.8,56.5]","Negative"
"1988",1988,49,"entrepreneur","married","tertiary","0",313,"1","0","cellular",17,"nov",2,188,2,"failure",42,"9","(48.8,56.5]","BelowAverage"
"1989",1989,35,"unemployed","married","secondary","0",330,"0","0","cellular",30,"jan",4,-1,0,"unknown",645,"12","(33.4,41.1]","BelowAverage"
"1990",1990,40,"technician","married","secondary","0",1159,"0","0","telephone",21,"oct",1,-1,0,"unknown",19,"15","(33.4,41.1]","BelowAverage"
"1991",1991,50,"admin.","married","secondary","0",4117,"0","0","cellular",21,"nov",1,-1,0,"unknown",530,"16","(48.8,56.5]","AboveAverage"
"1992",1992,59,"housemaid","divorced","primary","1",0,"0","1","cellular",25,"jul",2,-1,0,"unknown",1368,"9","(56.5,64.2]","Negative"
"1993",1993,36,"unemployed","married","secondary","0",439,"1","0","telephone",6,"feb",6,-1,0,"unknown",18,"9","(33.4,41.1]","BelowAverage"
"1994",1994,41,"management","single","tertiary","0",2408,"0","0","cellular",29,"aug",2,-1,0,"unknown",122,"11","(33.4,41.1]","AboveAverage"
"1995",1995,48,"blue-collar","single","primary","0",8990,"0","0","telephone",2,"feb",2,-1,0,"unknown",1790,"15","(41.1,48.8]","AboveAverage"
"1996",1996,25,"student","single","secondary","0",2354,"0","0","cellular",5,"feb",7,-1,0,"unknown",226,"14","(17.9,25.7]","AboveAverage"
"1997",1997,35,"technician","married","secondary","0",1577,"1","1","cellular",17,"nov",1,-1,0,"unknown",53,"14","(33.4,41.1]","AboveAverage"
"1998",1998,39,"technician","married","secondary","0",6,"1","0","cellular",18,"may",3,357,4,"failure",122,"15","(33.4,41.1]","BelowAverage"
"1999",1999,55,"technician","single","secondary","0",11,"0","0","unknown",20,"jun",2,-1,0,"unknown",14,"9","(48.8,56.5]","BelowAverage"
"2000",2000,27,"management","single","secondary","0",565,"1","0","cellular",18,"may",2,346,11,"failure",170,"16","(25.7,33.4]","BelowAverage"
"2001",2001,57,"blue-collar","married","primary","0",4073,"0","0","unknown",17,"jun",3,-1,0,"unknown",193,"14","(56.5,64.2]","AboveAverage"
"2002",2002,28,"admin.","single","secondary","0",0,"1","1","cellular",18,"may",5,-1,0,"unknown",390,"10","(25.7,33.4]","Negative"
"2003",2003,35,"management","single","tertiary","0",688,"0","0","cellular",2,"feb",1,-1,0,"unknown",504,"9","(33.4,41.1]","BelowAverage"
"2004",2004,54,"technician","married","secondary","0",7252,"0","0","unknown",23,"may",2,-1,0,"unknown",139,"15","(48.8,56.5]","AboveAverage"
"2005",2005,27,"technician","single","secondary","0",204,"0","0","cellular",28,"jul",2,-1,0,"unknown",471,"10","(25.7,33.4]","BelowAverage"
"2006",2006,31,"technician","married","secondary","0",297,"0","0","cellular",19,"aug",4,-1,0,"unknown",551,"16","(25.7,33.4]","BelowAverage"
"2007",2007,56,"admin.","married","secondary","0",45,"0","0","unknown",5,"may",1,-1,0,"unknown",1467,"15","(48.8,56.5]","BelowAverage"
"2008",2008,42,"blue-collar","married","primary","0",1673,"1","0","cellular",17,"apr",3,-1,0,"unknown",636,"15","(41.1,48.8]","AboveAverage"
"2009",2009,31,"blue-collar","single","unknown","0",813,"1","0","unknown",20,"jun",18,-1,0,"unknown",16,"13","(25.7,33.4]","BelowAverage"
"2010",2010,56,"admin.","married","secondary","0",1270,"1","0","cellular",17,"nov",2,165,2,"other",80,"13","(48.8,56.5]","BelowAverage"
"2011",2011,45,"blue-collar","married","primary","0",101,"1","0","unknown",12,"may",5,-1,0,"unknown",460,"12","(41.1,48.8]","BelowAverage"
"2012",2012,39,"admin.","married","secondary","0",168,"0","0","cellular",6,"oct",1,-1,0,"unknown",96,"14","(33.4,41.1]","BelowAverage"
"2013",2013,32,"admin.","married","secondary","0",1785,"1","0","cellular",18,"nov",2,154,6,"other",51,"11","(25.7,33.4]","AboveAverage"
"2014",2014,21,"student","single","secondary","0",215,"0","0","cellular",24,"may",1,89,7,"success",382,"9","(17.9,25.7]","BelowAverage"
"2015",2015,47,"management","single","tertiary","0",-295,"0","1","cellular",22,"jul",2,-1,0,"unknown",333,"9","(41.1,48.8]","Negative"
"2016",2016,29,"services","single","secondary","0",487,"1","1","unknown",9,"may",2,-1,0,"unknown",176,"13","(25.7,33.4]","BelowAverage"
"2017",2017,40,"technician","married","secondary","0",581,"1","0","cellular",8,"aug",2,-1,0,"unknown",258,"14","(33.4,41.1]","BelowAverage"
"2018",2018,45,"management","single","tertiary","0",0,"0","0","unknown",12,"may",2,-1,0,"unknown",55,"11","(41.1,48.8]","Negative"
"2019",2019,28,"technician","single","tertiary","0",-214,"1","0","cellular",29,"jan",2,262,3,"failure",228,"9","(25.7,33.4]","Negative"
"2020",2020,50,"management","married","tertiary","0",89,"0","0","unknown",20,"jun",2,-1,0,"unknown",35,"14","(48.8,56.5]","BelowAverage"
"2021",2021,26,"management","single","tertiary","0",362,"0","0","cellular",15,"sep",1,104,2,"success",925,"16","(25.7,33.4]","BelowAverage"
"2022",2022,31,"blue-collar","single","secondary","0",5607,"0","0","unknown",20,"may",1,-1,0,"unknown",261,"12","(25.7,33.4]","AboveAverage"
"2023",2023,33,"blue-collar","married","secondary","0",0,"1","0","cellular",24,"jul",1,-1,0,"unknown",208,"14","(25.7,33.4]","Negative"
"2024",2024,33,"services","single","tertiary","0",395,"1","0","cellular",23,"jul",6,-1,0,"unknown",1359,"9","(25.7,33.4]","BelowAverage"
"2025",2025,32,"technician","married","secondary","0",1214,"1","0","cellular",20,"apr",1,-1,0,"unknown",53,"13","(25.7,33.4]","BelowAverage"
"2026",2026,35,"admin.","single","tertiary","0",5007,"1","0","cellular",13,"aug",1,112,2,"other",73,"13","(33.4,41.1]","AboveAverage"
"2027",2027,40,"blue-collar","married","secondary","0",326,"1","1","cellular",7,"jul",1,-1,0,"unknown",112,"11","(33.4,41.1]","BelowAverage"
"2028",2028,27,"blue-collar","single","secondary","1",-27,"0","0","unknown",23,"jun",2,-1,0,"unknown",498,"12","(25.7,33.4]","Negative"
