"Id_duplicate","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CarInsurance","CallDuration","CallHour","AgeBinEW","AgeBinEF","BalanceBin","BalanceBinEF","WithinMonth","WithinMonthEF","PrevAttempsToDaysPassed","PAtDPEF"
"2428",2428,32,"management","single","tertiary","0",1625,"1","0","cellular",19,"aug",6,-1,0,"unknown","0",451,"13","(25.7,33.4]","[32,37)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2429",2429,46,"admin.","married","secondary","0",556,"1","1","unknown",15,"may",3,-1,0,"unknown","1",646,"11","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"2430",2430,24,"student","single","primary","0",1235,"0","0","cellular",14,"jul",4,93,6,"other","1",334,"10","(17.9,25.7]","[18,32)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0.06451613,"[0.00482,8.00000]"
"2431",2431,53,"admin.","divorced","unknown","0",257,"0","0","cellular",11,"jul",2,-1,0,"unknown","1",1310,"12","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[ 7,12)",0,"0.00000"
"2432",2432,52,"services","married","secondary","0",431,"0","0","cellular",26,"aug",17,-1,0,"unknown","0",73,"12","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"2433",2433,50,"technician","divorced","secondary","0",-556,"1","1","cellular",22,"jul",2,-1,0,"unknown","0",270,"15","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"2434",2434,30,"blue-collar","single","secondary","0",161,"0","1","telephone",8,"sep",3,-1,0,"unknown","1",298,"17","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"2435",2435,60,"retired","married","tertiary","0",846,"0","0","telephone",26,"may",1,-1,0,"unknown","1",1346,"15","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"2436",2436,30,"technician","single","tertiary","0",880,"1","1","unknown",19,"may",6,-1,0,"unknown","1",967,"16","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"2437",2437,55,"unemployed","married","primary","0",1212,"0","0","cellular",31,"aug",1,92,1,"failure","0",241,"12","(48.8,56.5]","[52,95]","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0.01086957,"[0.00482,8.00000]"
"2438",2438,31,"blue-collar","married","secondary","0",150,"1","0","telephone",14,"may",2,-1,0,"unknown","0",68,"16","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"2439",2439,56,"technician","married","secondary","0",0,"1","0","cellular",20,"apr",1,-1,0,"unknown","0",249,"14","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"2440",2440,28,"blue-collar","single","secondary","0",1112,"1","0","unknown",16,"may",2,-1,0,"unknown","0",827,"9","(25.7,33.4]","[18,32)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"2441",2441,57,"retired","divorced","primary","0",720,"0","0","telephone",17,"feb",4,-1,0,"unknown","1",202,"13","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"2442",2442,40,"management","divorced","tertiary","0",3426,"0","0","cellular",11,"aug",3,-1,0,"unknown","0",94,"9","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[ 7,12)",0,"0.00000"
"2443",2443,46,"blue-collar","single","primary","0",2851,"1","0","unknown",19,"may",2,-1,0,"unknown","0",122,"11","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2444",2444,37,"unemployed","single","tertiary","0",1316,"1","0","cellular",18,"nov",1,172,2,"failure","0",389,"17","(33.4,41.1]","[37,44)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0.01162791,"[0.00482,8.00000]"
"2445",2445,41,"services","divorced","tertiary","0",1583,"1","0","cellular",9,"jul",1,-1,0,"unknown","1",662,"9","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"2446",2446,37,"services","married","secondary","0",523,"1","0","telephone",19,"nov",1,-1,0,"unknown","0",21,"11","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"2447",2447,35,"blue-collar","married","unknown","0",444,"0","0","cellular",2,"jun",2,-1,0,"unknown","0",59,"15","(33.4,41.1]","[32,37)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2448",2448,33,"services","divorced","secondary","0",44,"0","1","cellular",23,"jul",1,-1,0,"unknown","1",529,"17","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2449",2449,27,"admin.","married","tertiary","0",73,"0","0","cellular",10,"feb",1,-1,0,"unknown","1",159,"15","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"2450",2450,28,"management","single","tertiary","0",223,"1","0","telephone",27,"aug",2,119,1,"other","1",157,"15","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0.008403361,"[0.00482,8.00000]"
"2451",2451,54,"management","divorced","secondary","0",300,"1","0","cellular",20,"nov",2,-1,0,"unknown","1",562,"16","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"2452",2452,35,"admin.","divorced","secondary","0",1224,"1","0","cellular",3,"nov",1,-1,0,"unknown","1",187,"15","(33.4,41.1]","[32,37)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2453",2453,47,"entrepreneur","married","tertiary","0",0,"0","0","telephone",18,"nov",2,-1,0,"unknown","0",103,"12","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"2454",2454,42,"management","married","tertiary","0",1435,"1","0","cellular",7,"may",1,-1,0,"unknown","1",1148,"13","(41.1,48.8]","[37,44)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"2455",2455,31,"management","married","tertiary","0",1812,"0","0","cellular",12,"aug",1,104,1,"success","0",112,"17","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.009615385,"[0.00482,8.00000]"
"2456",2456,32,"technician","single","tertiary","0",4071,"0","0","cellular",30,"jun",2,-1,0,"unknown","1",319,"13","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"2457",2457,26,"admin.","married","secondary","0",354,"1","0","cellular",8,"may",5,347,5,"other","0",282,"16","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0.01440922,"[0.00482,8.00000]"
"2458",2458,39,"blue-collar","married","secondary","0",3231,"1","1","unknown",5,"jun",2,-1,0,"unknown","0",164,"9","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0,"0.00000"
"2459",2459,60,"blue-collar","married","primary","0",0,"0","1","cellular",13,"aug",4,-1,0,"unknown","0",324,"17","(56.5,64.2]","[52,95]","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"2460",2460,52,"self-employed","married","secondary","0",273,"0","0","unknown",7,"may",1,-1,0,"unknown","0",227,"15","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"2461",2461,28,"self-employed","single","secondary","0",-395,"1","0","unknown",30,"jun",4,-1,0,"unknown","0",141,"13","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"2462",2462,33,"admin.","divorced","secondary","0",294,"1","0","cellular",8,"may",1,-1,0,"unknown","1",763,"9","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"2463",2463,44,"blue-collar","married","secondary","0",6491,"1","0","cellular",19,"nov",2,174,1,"failure","0",126,"9","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0.005747126,"[0.00482,8.00000]"
"2464",2464,67,"retired","divorced","secondary","0",704,"0","0","cellular",8,"feb",2,97,1,"success","1",186,"14","(64.2,71.9]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0.01030928,"[0.00482,8.00000]"
"2465",2465,36,"management","married","tertiary","0",6153,"0","0","telephone",17,"nov",3,-1,0,"unknown","0",240,"16","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2466",2466,37,"blue-collar","married","primary","0",3370,"1","0","cellular",20,"nov",4,-1,0,"unknown","0",156,"16","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2467",2467,52,"admin.","married","secondary","0",941,"0","0","cellular",4,"feb",2,-1,0,"unknown","0",89,"11","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2468",2468,55,"retired","divorced","secondary","0",2204,"0","0","cellular",22,"feb",1,264,1,"failure","1",261,"14","(48.8,56.5]","[52,95]","AboveAverage","[ 1075, 2557)","LateMonth","[21,27)",0.003787879,"[0.00119,0.00482)"
"2469",2469,28,"student","single","secondary","0",404,"1","0","cellular",18,"may",2,367,4,"other","0",33,"10","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0.01089918,"[0.00482,8.00000]"
"2470",2470,33,"entrepreneur","married","tertiary","0",87,"1","1","cellular",21,"nov",4,-1,0,"unknown","0",141,"10","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2471",2471,38,"self-employed","married","tertiary","0",3139,"1","0","cellular",18,"nov",2,-1,0,"unknown","0",177,"12","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2472",2472,67,"retired","married","secondary","0",1146,"0","0","cellular",13,"nov",1,92,2,"failure","1",259,"11","(64.2,71.9]","[52,95]","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0.02173913,"[0.00482,8.00000]"
"2473",2473,40,"services","married","primary","0",-9,"1","0","unknown",15,"may",2,-1,0,"unknown","1",920,"17","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"2474",2474,38,"admin.","married","secondary","0",755,"1","0","cellular",17,"feb",1,-1,0,"unknown","1",120,"17","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"2475",2475,29,"technician","single","tertiary","0",262,"1","1","cellular",29,"jul",9,-1,0,"unknown","0",510,"9","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"2476",2476,30,"admin.","single","secondary","0",-213,"1","1","unknown",27,"may",1,-1,0,"unknown","1",751,"16","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"2477",2477,45,"admin.","divorced","secondary","0",2519,"0","0","cellular",21,"nov",1,-1,0,"unknown","0",470,"11","(41.1,48.8]","[44,52)","AboveAverage","[ 1075, 2557)","LateMonth","[21,27)",0,"0.00000"
"2478",2478,32,"blue-collar","married","primary","0",902,"1","0","unknown",27,"may",2,-1,0,"unknown","0",106,"12","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"2479",2479,54,"technician","married","secondary","0",1349,"0","0","telephone",11,"aug",6,-1,0,"unknown","0",697,"17","(48.8,56.5]","[52,95]","BelowAverage","[ 1075, 2557)","MidMonth","[ 7,12)",0,"0.00000"
"2480",2480,25,"admin.","single","secondary","0",96,"0","0","unknown",26,"may",1,-1,0,"unknown","0",293,"14","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2481",2481,37,"technician","married","tertiary","0",122,"0","0","cellular",25,"jun",2,318,3,"other","1",266,"11","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0.009433962,"[0.00482,8.00000]"
"2482",2482,52,"technician","married","secondary","0",0,"1","0","cellular",7,"sep",1,294,1,"failure","1",211,"9","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0.003401361,"[0.00119,0.00482)"
"2483",2483,27,"admin.","married","secondary","0",1595,"0","0","cellular",29,"dec",2,197,2,"success","1",196,"16","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","LateMonth","[27,31]",0.01015228,"[0.00482,8.00000]"
"2484",2484,37,"management","married","tertiary","0",5106,"0","0","cellular",30,"apr",1,-1,0,"unknown","1",244,"13","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"2485",2485,55,"blue-collar","married","secondary","0",0,"0","0","unknown",12,"jun",2,-1,0,"unknown","1",614,"17","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"2486",2486,48,"blue-collar","married","secondary","0",1405,"1","0","unknown",14,"may",2,-1,0,"unknown","1",629,"10","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"2487",2487,51,"management","married","tertiary","0",346,"0","0","cellular",12,"feb",1,92,5,"success","1",122,"17","(48.8,56.5]","[44,52)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.05434783,"[0.00482,8.00000]"
"2488",2488,31,"technician","single","secondary","0",198,"0","0","cellular",30,"jan",4,-1,0,"unknown","0",366,"17","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"2489",2489,38,"technician","married","secondary","0",4539,"0","0","cellular",16,"sep",1,-1,0,"unknown","1",387,"16","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"2490",2490,31,"management","married","tertiary","0",141,"1","0","cellular",4,"feb",2,238,7,"other","1",572,"15","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0.02941176,"[0.00482,8.00000]"
"2491",2491,40,"services","single","secondary","0",65,"1","0","cellular",15,"may",3,-1,0,"unknown","0",15,"9","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"2492",2492,41,"blue-collar","married","secondary","0",429,"1","0","unknown",13,"may",1,-1,0,"unknown","0",244,"10","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2493",2493,46,"blue-collar","married","secondary","0",640,"1","0","cellular",12,"mar",1,182,4,"success","1",215,"9","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0.02197802,"[0.00482,8.00000]"
"2494",2494,32,"blue-collar","married","secondary","0",101,"1","0","unknown",19,"may",4,-1,0,"unknown","0",191,"14","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"2495",2495,38,"management","married","tertiary","0",1308,"1","0","cellular",2,"feb",1,-1,0,"unknown","1",626,"9","(33.4,41.1]","[37,44)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2496",2496,59,"unemployed","married","secondary","0",4497,"1","0","cellular",4,"feb",1,251,1,"failure","0",213,"17","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0.003984064,"[0.00119,0.00482)"
"2497",2497,41,"blue-collar","married","primary","0",258,"1","0","unknown",7,"may",1,-1,0,"unknown","0",252,"10","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"2498",2498,31,"blue-collar","married","secondary","0",873,"1","0","unknown",23,"may",4,-1,0,"unknown","0",145,"13","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"2499",2499,48,"management","married","tertiary","0",1167,"1","1","cellular",1,"jun",1,-1,0,"unknown","1",264,"9","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2500",2500,37,"management","married","tertiary","0",238,"0","0","cellular",3,"feb",1,92,1,"success","1",185,"17","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0.01086957,"[0.00482,8.00000]"
"2501",2501,28,"services","single","secondary","0",0,"0","1","cellular",16,"jul",1,-1,0,"unknown","0",133,"12","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"2502",2502,47,"management","single","tertiary","0",512,"0","0","cellular",15,"jul",2,-1,0,"unknown","0",98,"10","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2503",2503,56,"services","married","secondary","0",705,"1","0","unknown",29,"may",2,-1,0,"unknown","0",151,"9","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"2504",2504,45,"management","married","tertiary","0",1034,"0","1","cellular",24,"jul",4,-1,0,"unknown","0",1820,"10","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"2505",2505,30,"unemployed","single","secondary","0",79,"0","1","cellular",5,"feb",2,196,1,"failure","0",528,"9","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0.005102041,"[0.00482,8.00000]"
"2506",2506,29,"unemployed","single","tertiary","0",70,"0","0","cellular",25,"may",1,-1,0,"unknown","1",393,"12","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2507",2507,40,"unemployed","married","secondary","0",219,"1","0","cellular",17,"nov",2,196,1,"failure","0",204,"9","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0.005102041,"[0.00482,8.00000]"
"2508",2508,65,"retired","married","primary","0",3629,"0","0","cellular",27,"apr",1,-1,0,"unknown","1",148,"17","(64.2,71.9]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"2509",2509,46,"management","married","tertiary","0",0,"0","0","cellular",27,"aug",2,-1,0,"unknown","0",121,"11","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"2510",2510,31,"blue-collar","married","secondary","0",3311,"1","0","unknown",20,"may",1,-1,0,"unknown","1",719,"17","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2511",2511,33,"blue-collar","married","secondary","0",43,"1","0","cellular",14,"may",2,358,2,"failure","0",332,"12","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.005586592,"[0.00482,8.00000]"
"2512",2512,47,"management","married","unknown","0",4189,"1","0","cellular",19,"nov",3,-1,0,"unknown","1",489,"12","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2513",2513,45,"blue-collar","married","primary","0",1291,"1","0","cellular",28,"aug",17,-1,0,"unknown","0",189,"9","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"2514",2514,35,"management","single","tertiary","0",643,"1","0","unknown",23,"may",1,-1,0,"unknown","0",322,"14","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"2515",2515,41,"housemaid","married","secondary","0",879,"0","0","unknown",5,"jun",2,-1,0,"unknown","1",1053,"17","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2516",2516,28,"admin.","single","unknown","0",24,"1","0","cellular",18,"jul",2,-1,0,"unknown","1",415,"14","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"2517",2517,35,"admin.","married","secondary","0",-203,"1","0","cellular",11,"jul",2,-1,0,"unknown","1",1649,"12","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","MidMonth","[ 7,12)",0,"0.00000"
"2518",2518,36,"technician","married","tertiary","0",202,"0","0","cellular",29,"jan",1,120,3,"failure","1",313,"11","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0.025,"[0.00482,8.00000]"
"2519",2519,49,"management","divorced","tertiary","0",351,"1","0","cellular",21,"jul",2,-1,0,"unknown","0",356,"16","(48.8,56.5]","[44,52)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"2520",2520,43,"blue-collar","married","secondary","1",-7,"0","0","unknown",8,"may",1,-1,0,"unknown","0",70,"13","(41.1,48.8]","[37,44)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"2521",2521,36,"admin.","single","tertiary","0",5007,"1","0","cellular",8,"oct",3,331,4,"failure","0",135,"15","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0.01208459,"[0.00482,8.00000]"
"2522",2522,29,"self-employed","single","tertiary","0",814,"0","0","unknown",13,"aug",1,-1,0,"unknown","1",461,"17","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"2523",2523,56,"unemployed","married","secondary","0",12,"0","0","cellular",12,"oct",3,187,1,"failure","1",511,"16","(48.8,56.5]","[52,95]","BelowAverage","[-3058,   14)","MidMonth","[12,17)",0.005347594,"[0.00482,8.00000]"
"2524",2524,55,"technician","married","secondary","0",0,"0","0","cellular",19,"nov",1,-1,0,"unknown","0",336,"10","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"2525",2525,83,"retired","married","secondary","0",0,"0","0","cellular",18,"mar",10,-1,0,"unknown","0",140,"13","(79.6,87.3]","[52,95]","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"2526",2526,34,"management","single","tertiary","0",681,"0","0","cellular",6,"aug",2,-1,0,"unknown","1",637,"10","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2527",2527,29,"admin.","married","secondary","0",7707,"1","0","cellular",29,"apr",2,334,2,"failure","1",961,"13","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0.005988024,"[0.00482,8.00000]"
"2528",2528,43,"technician","divorced","secondary","0",353,"1","0","unknown",23,"may",1,-1,0,"unknown","0",153,"13","(41.1,48.8]","[37,44)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"2529",2529,27,"entrepreneur","married","secondary","0",2329,"0","0","telephone",27,"oct",1,-1,0,"unknown","1",131,"10","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"2530",2530,68,"retired","divorced","secondary","0",4189,"0","0","telephone",14,"jul",2,-1,0,"unknown","1",897,"12","(64.2,71.9]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"2531",2531,31,"self-employed","single","tertiary","0",17924,"1","0","cellular",14,"may",1,174,3,"failure","1",745,"15","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.01724138,"[0.00482,8.00000]"
"2532",2532,33,"technician","single","tertiary","0",258,"0","0","cellular",12,"mar",4,-1,0,"unknown","1",80,"12","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2533",2533,51,"blue-collar","married","secondary","0",4787,"1","0","cellular",7,"apr",1,-1,0,"unknown","1",895,"10","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"2534",2534,76,"retired","divorced","primary","0",2693,"0","0","cellular",23,"apr",5,184,2,"success","0",109,"9","(71.9,79.6]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0.01086957,"[0.00482,8.00000]"
"2535",2535,35,"blue-collar","married","secondary","0",0,"1","1","cellular",20,"apr",3,-1,0,"unknown","0",123,"15","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"2536",2536,36,"services","single","secondary","0",1482,"1","0","cellular",18,"nov",2,174,1,"other","0",177,"10","(33.4,41.1]","[32,37)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0.005747126,"[0.00482,8.00000]"
"2537",2537,32,"blue-collar","married","secondary","0",356,"1","0","cellular",8,"may",3,-1,0,"unknown","0",451,"12","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"2538",2538,39,"blue-collar","married","secondary","0",167,"1","1","cellular",12,"may",1,-1,0,"unknown","1",612,"12","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"2539",2539,30,"blue-collar","single","secondary","0",327,"1","0","telephone",18,"may",2,-1,0,"unknown","0",21,"9","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"2540",2540,58,"housemaid","divorced","primary","0",3858,"0","0","telephone",29,"jul",6,-1,0,"unknown","0",53,"10","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"2541",2541,29,"admin.","married","secondary","0",943,"1","0","unknown",4,"jun",1,-1,0,"unknown","0",355,"11","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2542",2542,26,"services","single","secondary","0",1347,"0","0","telephone",18,"jun",6,92,5,"other","1",280,"17","(25.7,33.4]","[18,32)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0.05434783,"[0.00482,8.00000]"
"2543",2543,51,"management","married","tertiary","0",7631,"0","0","cellular",20,"aug",8,-1,0,"unknown","0",896,"15","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2544",2544,50,"admin.","married","primary","0",82,"0","0","cellular",22,"aug",4,-1,0,"unknown","0",101,"13","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2545",2545,26,"student","single","secondary","0",100,"0","0","cellular",26,"may",1,-1,0,"unknown","1",445,"11","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2546",2546,31,"services","single","tertiary","0",1025,"0","0","unknown",20,"may",3,-1,0,"unknown","0",72,"9","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"2547",2547,31,"admin.","single","tertiary","0",2004,"0","0","cellular",19,"nov",1,-1,0,"unknown","0",117,"15","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
